"id","Wind Speed (km/h)","Wind Bearing (degrees)","Visibility (km)","Loud Cover"
"8175","17.7744","136","10.3523","0"
"8176","14.2646","127","9.982","0"
"8177","14.329","127","10.0464","0"
"8178","13.5401","126","10.3523","0"
"8179","9.6278","118","9.982","0"
"8180","9.8693","99","9.982","0"
"8181","11.109","97","10.3523","0"
"8182","14.3129","109","9.982","0"
"8183","14.329","110","15.8263","0"
"8184","13.4435","115","14.9569","0"
"8185","14.1036","120","15.8263","0"
"8186","13.5884","109","15.8263","0"
"8187","16.4703","107","14.9569","0"
"8188","13.6367","119","15.8263","0"
"8189","10.8353","127","15.8263","0"
"8190","10.8514","113","14.9569","0"
"8191","10.8514","118","9.982","0"
"8192","13.7816","119","9.982","0"
"8193","13.3469","134","9.982","0"
"8194","16.3254","140","9.982","0"
"8195","16.3093","149","9.982","0"
"8196","20.5919","149","10.3523","0"
"8197","22.3468","169","9.982","0"
"8198","20.9139","160","9.982","0"
"8199","21.9443","159","10.3523","0"
"8200","20.1572","139","9.982","0"
"8201","21.8638","139","9.982","0"
"8202","17.9515","149","10.3523","0"
"8203","15.6653","149","9.982","0"
"8204","13.7977","129","9.982","0"
"8205","13.4757","127","9.982","0"
"8206","13.685","139","9.982","0"
"8207","13.5079","139","15.8263","0"
"8208","13.7011","137","14.9569","0"
"8209","14.2807","129","9.982","0"
"8210","14.1358","119","15.8263","0"
"8211","10.8514","102","14.9569","0"
"8212","16.7923","108","15.8263","0"
"8213","16.8406","108","15.8263","0"
"8214","16.4542","107","14.9569","0"
"8215","17.4846","109","9.982","0"
"8216","15.4077","108","9.982","0"
"8217","16.5025","105","10.3523","0"
"8218","15.6975","98","9.982","0"
"8219","12.8317","97","9.982","0"
"8220","20.7207","109","10.3523","0"
"8221","17.4524","127","9.982","0"
"8222","21.0749","119","9.982","0"
"8223","21.1232","125","10.3523","0"
"8224","17.8549","110","9.982","0"
"8225","14.5866","91","9.982","0"
"8226","12.5419","99","10.3523","0"
"8227","9.7083","99","9.982","0"
"8228","8.05","96","11.2056","0"
"8229","12.558","98","9.982","0"
"8230","12.2843","117","9.982","0"
"8231","10.8031","105","15.8263","0"
"8232","10.9802","96","14.9569","0"
"8233","10.8675","97","15.8263","0"
"8234","10.8031","97","15.8263","0"
"8235","12.6063","112","14.9569","0"
"8236","12.558","108","9.982","0"
"8237","12.4775","108","9.982","0"
"8238","10.5294","102","14.9569","0"
"8239","11.1895","97","9.982","0"
"8240","3.864","81","9.982","0"
"8241","9.9498","78","9.982","0"
"8242","11.3988","87","9.982","0"
"8243","14.1358","98","9.982","0"
"8244","16.6152","116","9.982","0"
"8245","14.3934","97","9.982","0"
"8246","17.1465","116","9.982","0"
"8247","20.9622","98","10.3523","0"
"8248","22.3146","89","9.982","0"
"8249","21.1393","89","9.982","0"
"8250","20.4631","90","10.3523","0"
"8251","20.7368","99","9.982","0"
"8252","11.5115","99","9.982","0"
"8253","12.88","107","9.982","0"
"8254","15.5043","118","9.982","0"
"8255","16.7923","118","15.8263","0"
"8256","14.0231","110","14.9569","0"
"8257","10.9319","116","15.8263","0"
"8258","13.7333","99","15.8263","0"
"8259","14.7798","104","14.7959","0"
"8260","17.0821","118","15.8263","0"
"8261","17.3236","128","9.982","0"
"8262","17.0982","137","14.9569","0"
"8263","11.3827","107","9.982","0"
"8264","11.3827","107","9.982","0"
"8265","16.2288","120","10.3523","0"
"8266","14.5705","138","9.982","0"
"8267","25.0999","148","9.982","0"
"8268","28.3038","147","10.3523","0"
"8269","36.4504","149","9.982","0"
"8270","27.0158","149","11.2056","0"
"8271","21.0588","150","10.3523","0"
"8272","20.8817","149","10.0464","0"
"8273","22.218","159","10.0464","0"
"8274","22.2341","147","11.4471","0"
"8275","19.803","129","9.982","0"
"8276","16.7923","139","9.982","0"
"8277","11.6403","96","11.0285","0"
"8278","8.2915","72","9.7083","0"
"8279","10.6421","108","15.5526","0"
"8280","13.2342","99","14.7959","0"
"8281","14.2807","119","9.8049","0"
"8282","12.9122","109","9.8049","0"
"8283","3.3005","150","11.5276","0"
"8284","14.4095","99","9.8049","0"
"8285","12.7995","98","9.8049","0"
"8286","13.5723","107","14.7959","0"
"8287","12.3809","108","9.8049","0"
"8288","15.9873","118","9.9015","0"
"8289","15.4882","125","10.0303","0"
"8290","17.1143","129","10.0464","0"
"8291","14.5866","120","10.0464","0"
"8292","21.5418","140","11.0285","0"
"8293","20.1411","139","11.27","0"
"8294","14.3612","158","11.27","0"
"8295","17.066","129","10.4006","0"
"8296","12.4775","158","10.0464","0"
"8297","12.7995","148","10.0464","0"
"8298","11.7369","148","10.4006","0"
"8299","8.0017","145","11.27","0"
"8300","11.753","158","11.27","0"
"8301","5.8926","173","11.0768","0"
"8302","7.1967","157","11.1251","0"
"8303","10.9158","129","15.8746","0"
"8304","9.8532","154","15.2467","0"
"8305","6.3917","159","15.8746","0"
"8306","6.601","162","14.7315","0"
"8307","5.2647","359","4.4436","0"
"8308","4.8783","151","7.9695","0"
"8309","9.3702","132","7.9051","0"
"8310","6.2146","132","8.1144","0"
"8311","4.669","104","4.4436","0"
"8312","9.66","100","4.9105","0"
"8313","4.8139","59","7.3577","0"
"8314","4.7334","79","6.118","0"
"8315","8.9999","81","6.1985","0"
"8316","9.0482","70","6.6976","0"
"8317","11.0607","60","10.9802","0"
"8318","9.0482","72","10.8997","0"
"8319","9.9015","90","10.7387","0"
"8320","10.6743","71","11.0446","0"
"8321","10.6582","91","11.1251","0"
"8322","5.5062","70","11.0768","0"
"8323","4.83","350","11.27","0"
"8324","4.83","20","11.0768","0"
"8325","0.9821","348","10.8353","0"
"8326","3.22","0","10.9802","0"
"8327","6.1019","19","11.7047","0"
"8328","3.22","0","9.7083","0"
"8329","3.22","200","14.9086","0"
"8330","1.7066","199","9.982","0"
"8331","2.9302","193","9.7083","0"
"8332","5.5062","195","6.2951","0"
"8333","1.3363","215","5.2164","0"
"8334","1.288","254","5.0715","0"
"8335","3.22","220","7.9695","0"
"8336","1.7388","197","9.8049","0"
"8337","4.8622","266","9.5473","0"
"8338","6.9391","289","9.982","0"
"8339","3.4615","324","9.982","0"
"8340","2.9141","248","11.0285","0"
"8341","7.406","220","11.27","0"
"8342","7.7763","271","11.27","0"
"8343","7.567","196","11.3988","0"
"8344","3.1556","257","9.982","0"
"8345","9.3058","212","11.2056","0"
"8346","5.2003","245","11.3988","0"
"8347","7.6797","205","9.982","0"
"8348","3.0429","165","9.982","0"
"8349","2.6404","180","10.3523","0"
"8350","1.5295","40","9.982","0"
"8351","3.22","200","14.9086","0"
"8352","3.0751","170","11.9784","0"
"8353","6.279","309","7.8246","0"
"8354","6.3112","334","3.5259","0"
"8355","9.9981","348","4.4597","0"
"8356","3.1234","9","3.0429","0"
"8357","3.3327","307","3.0107","0"
"8358","3.4937","254","4.0411","0"
"8359","3.6547","265","1.9159","0"
"8360","8.3398","279","2.9624","0"
"8361","10.9158","293","2.9785","0"
"8362","11.5437","309","3.0107","0"
"8363","11.0929","319","4.4919","0"
"8364","10.8836","308","4.7173","0"
"8365","13.8621","321","8.05","0"
"8366","12.3165","313","11.0446","0"
"8367","12.8478","322","7.567","0"
"8368","11.9623","294","11.27","0"
"8369","12.5741","339","8.1949","0"
"8370","11.5115","354","5.4418","0"
"8371","8.4686","319","11.1251","0"
"8372","11.3344","308","6.0214","0"
"8373","7.8085","317","5.3452","0"
"8374","9.8371","339","4.025","0"
"8375","10.8675","323","4.025","0"
"8376","6.0214","331","4.3792","0"
"8377","6.601","348","4.025","0"
"8378","6.1502","340","3.9123","0"
"8379","10.8192","15","14.4095","0"
"8380","11.27","10","7.7763","0"
"8381","6.7942","21","7.8246","0"
"8382","10.8997","352","7.6636","0"
"8383","8.3076","2","4.9105","0"
"8384","7.6797","340","4.025","0"
"8385","8.7906","4","4.7012","0"
"8386","13.1054","30","8.05","0"
"8387","13.1859","21","9.982","0"
"8388","14.1036","12","9.6278","0"
"8389","12.6224","2","11.2056","0"
"8390","17.066","1","11.2056","0"
"8391","16.9855","8","11.0285","0"
"8392","15.6653","20","11.2056","0"
"8393","16.9855","20","11.2056","0"
"8394","14.4578","9","11.3988","0"
"8395","11.0124","9","9.982","0"
"8396","9.2092","0","9.982","0"
"8397","9.4185","357","10.3523","0"
"8398","5.0876","22","9.982","0"
"8399","3.1878","345","15.8263","0"
"8400","4.7173","6","14.168","0"
"8401","6.762","18","8.1305","0"
"8402","11.0929","20","14.9086","0"
"8403","12.88","43","14.9569","0"
"8404","6.7298","353","15.8263","0"
"8405","10.8353","350","11.9784","0"
"8406","9.7727","353","11.6886","0"
"8407","10.9963","9","9.982","0"
"8408","12.0911","7","9.982","0"
"8409","14.4256","8","9.982","0"
"8410","21.7672","11","9.982","0"
"8411","17.3558","352","9.982","0"
"8412","21.0749","0","9.982","0"
"8413","23.506","11","9.982","0"
"8414","24.9711","19","9.982","0"
"8415","24.5203","27","10.3523","0"
"8416","17.549","12","9.982","0"
"8417","23.3289","39","9.982","0"
"8418","19.3844","21","10.3523","0"
"8419","15.7619","30","9.982","0"
"8420","12.5258","20","9.982","0"
"8421","13.4757","17","9.982","0"
"8422","13.9587","20","9.982","0"
"8423","14.0714","29","15.8263","0"
"8424","10.1752","10","14.9569","0"
"8425","6.8103","39","15.8263","0"
"8426","10.9319","48","15.8263","0"
"8427","5.7799","63","14.812","0"
"8428","11.1573","20","15.8263","0"
"8429","13.9265","30","15.8263","0"
"8430","13.7011","27","14.4256","0"
"8431","9.5634","12","9.982","0"
"8432","10.8675","19","9.982","0"
"8433","11.0768","17","9.982","0"
"8434","17.8388","21","9.982","0"
"8435","14.2646","21","9.982","0"
"8436","21.1071","19","10.3523","0"
"8437","21.6384","39","11.2056","0"
"8438","24.7457","40","11.2056","0"
"8439","17.7744","57","11.3988","0"
"8440","17.1465","69","11.2056","0"
"8441","15.6653","88","9.982","0"
"8442","8.6779","97","10.3523","0"
"8443","4.83","130","9.982","0"
"8444","4.991","33","9.982","0"
"8445","5.1198","56","9.982","0"
"8446","3.22","110","9.982","0"
"8447","3.0912","95","15.8263","0"
"8448","6.2951","343","14.9569","0"
"8449","6.4239","349","15.8263","0"
"8450","3.1878","48","14.9086","0"
"8451","1.9642","50","9.982","0"
"8452","2.1735","19","14.812","0"
"8453","6.5849","37","14.812","0"
"8454","3.2844","76","6.7781","0"
"8455","4.6368","316","4.4919","0"
"8456","4.6046","0","4.5241","0"
"8457","5.5062","62","9.8371","0"
"8458","1.8032","85","9.9015","0"
"8459","7.889","107","9.982","0"
"8460","7.889","135","9.982","0"
"8461","8.9838","148","11.27","0"
"8462","7.7763","140","11.27","0"
"8463","9.4185","184","11.3988","0"
"8464","10.3845","226","11.2056","0"
"8465","9.2897","176","9.982","0"
"8466","5.1842","208","10.3523","0"
"8467","4.7656","168","9.982","0"
"8468","4.8783","129","9.982","0"
"8469","3.6225","130","9.982","0"
"8470","3.22","120","9.982","0"
"8471","6.0053","147","15.8263","0"
"8472","2.9302","134","14.9569","0"
"8473","3.1073","116","15.8263","0"
"8474","2.9624","230","14.9086","0"
"8475","5.6994","94","14.9569","0"
"8476","3.0268","71","9.9015","0"
"8477","3.0429","98","8.05","0"
"8478","3.2844","114","5.3935","0"
"8479","3.1073","118","7.7441","0"
"8480","4.7334","99","9.5795","0"
"8481","7.3416","122","9.2092","0"
"8482","8.9838","138","9.9015","0"
"8483","8.05","116","9.982","0"
"8484","14.2324","114","10.3523","0"
"8485","20.1733","139","9.982","0"
"8486","17.5007","129","9.982","0"
"8487","21.091","129","10.3523","0"
"8488","17.4846","130","9.982","0"
"8489","20.3343","129","9.982","0"
"8490","14.6188","118","10.3523","0"
"8491","9.5473","111","9.982","0"
"8492","7.6153","100","9.982","0"
"8493","8.9516","96","10.3523","0"
"8494","9.66","88","9.982","0"
"8495","6.1502","90","15.8263","0"
"8496","10.2879","105","14.9569","0"
"8497","10.4489","109","15.8263","0"
"8498","6.0697","107","15.8263","0"
"8499","4.4597","42","14.9569","0"
"8500","10.3845","99","15.8263","0"
"8501","13.2986","108","15.7297","0"
"8502","7.2611","60","14.8764","0"
"8503","9.0643","88","9.8049","0"
"8504","9.5151","76","9.8049","0"
"8505","13.3469","93","9.9015","0"
"8506","11.109","86","9.982","0"
"8507","5.3774","81","9.982","0"
"8508","13.2342","62","9.982","0"
"8509","11.3988","60","9.982","0"
"8510","12.6224","96","9.982","0"
"8511","13.3308","73","10.3523","0"
"8512","17.5329","59","9.982","0"
"8513","20.2538","59","9.982","0"
"8514","13.4274","89","10.3523","0"
"8515","10.4811","86","9.982","0"
"8516","10.1108","106","9.982","0"
"8517","10.143","93","9.982","0"
"8518","10.1913","116","9.982","0"
"8519","6.2629","95","15.8263","0"
"8520","8.1949","13","14.9569","0"
"8521","2.8497","261","15.8263","0"
"8522","6.44","20","15.8263","0"
"8523","4.8944","13","14.0875","0"
"8524","3.4776","31","15.8263","0"
"8525","3.0912","27","15.8263","0"
"8526","3.9445","12","14.9569","0"
"8527","0.1288","200","9.982","0"
"8528","4.8461","332","9.9015","0"
"8529","7.6475","340","9.9015","0"
"8530","4.9749","12","9.982","0"
"8531","2.0447","15","9.982","0"
"8532","2.3023","74","9.982","0"
"8533","8.2915","222","9.982","0"
"8534","2.5277","135","11.2056","0"
"8535","7.8568","234","11.0285","0"
"8536","7.406","287","9.982","0"
"8537","10.0786","222","11.2056","0"
"8538","2.5116","2","4.7495","0"
"8539","8.5813","179","8.1305","0"
"8540","8.0822","108","8.1305","0"
"8541","2.4472","124","9.982","0"
"8542","3.4615","106","9.982","0"
"8543","3.0268","80","15.8263","0"
"8544","2.5921","143","14.9569","0"
"8545","6.3112","50","15.8263","0"
"8546","3.1717","42","15.8263","0"
"8547","2.5599","293","8.3398","0"
"8548","0","0","14.812","0"
"8549","0","0","14.812","0"
"8550","3.864","328","11.6081","0"
"8551","4.8783","329","9.8049","0"
"8552","7.9051","329","7.9695","0"
"8553","5.0876","350","9.5473","0"
"8554","11.4632","352","9.982","0"
"8555","9.2253","325","11.2056","0"
"8556","10.143","6","11.0285","0"
"8557","12.3487","343","11.2056","0"
"8558","9.4507","2","11.2056","0"
"8559","9.3702","21","11.3988","0"
"8560","15.4238","352","11.2056","0"
"8561","11.1573","0","11.2056","0"
"8562","10.6582","7","11.3988","0"
"8563","9.2092","359","11.2056","0"
"8564","8.05","330","9.982","0"
"8565","3.5098","331","9.982","0"
"8566","1.61","280","9.982","0"
"8567","3.22","290","14.9086","0"
"8568","6.44","290","11.6886","0"
"8569","0","0","8.1305","0"
"8570","6.44","290","8.1305","0"
"8571","6.44","290","6.6493","0"
"8572","3.3649","290","7.9695","0"
"8573","3.2683","264","7.9695","0"
"8574","10.0786","291","8.1788","0"
"8575","3.5903","310","5.9731","0"
"8576","3.703","317","4.3953","0"
"8577","7.1162","309","4.8783","0"
"8578","8.1949","319","6.9874","0"
"8579","4.7656","291","9.982","0"
"8580","4.508","271","9.982","0"
"8581","1.61","321","9.982","0"
"8582","4.7978","308","11.2056","0"
"8583","7.9051","278","11.3988","0"
"8584","7.4382","337","11.2056","0"
"8585","7.9212","298","9.982","0"
"8586","7.4382","305","10.3523","0"
"8587","1.771","286","9.982","0"
"8588","0","0","9.982","0"
"8589","3.22","250","9.982","0"
"8590","0","0","14.812","0"
"8591","0","0","7.084","0"
"8592","8.1305","266","8.2593","0"
"8593","3.059","168","11.753","0"
"8594","3.22","190","9.6761","0"
"8595","9.6761","212","14.9569","0"
"8596","6.1019","179","7.8246","0"
"8597","3.0751","190","5.9731","0"
"8598","2.9463","181","6.5849","0"
"8599","3.22","180","1.9803","0"
"8600","1.449","197","5.9731","0"
"8601","2.737","265","9.0965","0"
"8602","5.0232","211","9.982","0"
"8603","11.2217","181","9.982","0"
"8604","13.0249","206","14.9569","0"
"8605","12.5741","229","9.982","0"
"8606","12.7834","220","9.982","0"
"8607","12.4453","219","10.3523","0"
"8608","12.6546","212","9.982","0"
"8609","12.7512","229","9.982","0"
"8610","9.8532","230","10.3523","0"
"8611","7.9212","210","9.982","0"
"8612","8.0822","200","9.982","0"
"8613","7.5187","201","10.3523","0"
"8614","8.0983","190","9.982","0"
"8615","6.5205","183","15.8263","0"
"8616","6.6493","194","14.9569","0"
"8617","0","0","7.9695","0"
"8618","3.22","30","6.118","0"
"8619","3.4615","236","6.6171","0"
"8620","0","0","4.025","0"
"8621","0","0","3.5259","0"
"8622","2.6887","85","3.703","0"
"8623","0","0","1.8998","0"
"8624","0","0","1.8998","0"
"8625","3.22","180","1.6744","0"
"8626","11.27","40","4.4919","0"
"8627","3.9445","83","9.9015","0"
"8628","0.6923","116","9.982","0"
"8629","3.1234","183","11.27","0"
"8630","6.9069","296","11.27","0"
"8631","3.3971","356","10.0303","0"
"8632","2.4955","334","9.982","0"
"8633","3.4454","317","9.982","0"
"8634","3.1395","104","11.0929","0"
"8635","1.7066","67","9.982","0"
"8636","0.1449","60","9.982","0"
"8637","3.22","149","9.982","0"
"8638","0","0","9.9015","0"
"8639","3.22","150","11.8979","0"
"8640","3.8157","159","11.5759","0"
"8641","8.2593","192","9.982","0"
"8642","11.0446","210","15.8263","0"
"8643","9.9498","265","14.9569","0"
"8644","11.3344","212","15.8263","0"
"8645","6.6976","201","15.8263","0"
"8646","6.8586","203","14.9569","0"
"8647","6.4078","176","15.8263","0"
"8648","5.2325","204","9.982","0"
"8649","8.8389","239","9.982","0"
"8650","11.3666","259","9.982","0"
"8651","11.2056","244","9.982","0"
"8652","26.7421","297","10.4006","0"
"8653","26.7743","289","11.27","0"
"8654","22.2341","280","11.27","0"
"8655","23.345","299","11.3988","0"
"8656","25.2287","290","11.2056","0"
"8657","22.1053","281","11.2056","0"
"8658","16.9372","306","11.3988","0"
"8659","16.3254","310","9.982","0"
"8660","8.3398","279","9.982","0"
"8661","9.0482","255","9.982","0"
"8662","7.9695","240","9.982","0"
"8663","11.3988","251","15.8263","0"
"8664","11.0607","276","14.9569","0"
"8665","14.49","270","9.982","0"
"8666","9.8371","281","9.982","0"
"8667","13.5562","306","14.9569","0"
"8668","6.3917","300","15.8263","0"
"8669","6.5849","279","15.8263","0"
"8670","7.5348","309","14.9569","0"
"8671","8.3559","283","9.982","0"
"8672","9.4346","298","9.982","0"
"8673","14.2807","306","10.3523","0"
"8674","21.413","319","9.982","0"
"8675","27.7564","319","9.982","0"
"8676","27.9818","329","10.4006","0"
"8677","35.3234","319","10.0464","0"
"8678","35.6776","309","9.982","0"
"8679","27.692","301","10.3523","0"
"8680","25.9049","300","9.982","0"
"8681","26.565","300","9.982","0"
"8682","24.6491","294","11.3988","0"
"8683","24.5203","300","9.982","0"
"8684","11.0446","300","9.982","0"
"8685","11.2378","297","10.3523","0"
"8686","10.1591","301","9.982","0"
"8687","11.2056","309","15.8263","0"
"8688","11.1573","302","14.9569","0"
"8689","10.9802","300","15.8263","0"
"8690","14.0231","300","15.8263","0"
"8691","5.7477","261","6.7781","0"
"8692","11.5437","329","15.8263","0"
"8693","11.0607","289","15.8263","0"
"8694","7.0518","317","14.9569","0"
"8695","5.2647","290","9.982","0"
"8696","8.1305","254","9.982","0"
"8697","10.1591","321","9.982","0"
"8698","9.6761","316","9.982","0"
"8699","8.0822","308","9.982","0"
"8700","11.8013","313","11.3988","0"
"8701","11.431","308","9.982","0"
"8702","15.9873","308","9.982","0"
"8703","17.0499","302","10.3523","0"
"8704","21.9765","300","9.982","0"
"8705","17.6617","299","9.982","0"
"8706","19.9479","320","10.3523","0"
"8707","14.7315","319","9.982","0"
"8708","8.0822","292","9.982","0"
"8709","1.6422","289","9.982","0"
"8710","1.61","244","9.982","0"
"8711","3.3327","293","15.8263","0"
"8712","5.0554","282","9.982","0"
"8713","3.22","260","14.9086","0"
"8714","3.22","240","8.1305","0"
"8715","8.5491","129","14.9569","0"
"8716","11.27","280","4.669","0"
"8717","3.22","220","4.5885","0"
"8718","3.9123","50","4.991","0"
"8719","0","0","7.0357","0"
"8720","2.0769","327","7.9695","0"
"8721","1.4168","114","9.9015","0"
"8722","3.3488","108","9.982","0"
"8723","4.7978","130","9.982","0"
"8724","3.2522","129","11.4471","0"
"8725","1.3685","90","11.27","0"
"8726","9.6761","111","11.27","0"
"8727","8.9355","164","11.3988","0"
"8728","11.2539","181","9.982","0"
"8729","9.66","198","9.982","0"
"8730","9.5956","187","10.3523","0"
"8731","9.3702","185","9.982","0"
"8732","3.6708","133","9.982","0"
"8733","8.3559","117","10.3523","0"
"8734","11.0607","120","9.982","0"
"8735","13.6367","120","15.8263","0"
"8736","7.3255","129","14.9569","0"
"8737","10.9158","140","15.8263","0"
"8738","10.9802","139","15.8263","0"
"8739","7.6636","314","14.9569","0"
"8740","11.0124","139","15.8263","0"
"8741","6.4722","140","15.7297","0"
"8742","10.4167","137","14.8764","0"
"8743","10.4489","139","9.9015","0"
"8744","9.2253","150","9.9015","0"
"8745","12.1555","157","10.2718","0"
"8746","12.3326","171","10.0464","0"
"8747","10.8514","213","10.0464","0"
"8748","9.5473","266","11.1573","0"
"8749","23.5382","309","11.0446","0"
"8750","28.4648","318","11.0446","0"
"8751","27.6598","328","11.1573","0"
"8752","34.5023","309","11.1251","0"
"8753","33.2626","309","9.982","0"
"8754","27.2573","311","9.982","0"
"8755","26.9031","310","9.982","0"
"8756","26.7904","319","9.982","0"
"8757","19.8513","319","9.982","0"
"8758","15.4399","310","9.982","0"
"8759","17.0177","310","15.8263","0"
"8760","10.9802","343","14.9569","0"
"8761","10.6421","329","15.8263","0"
"8762","6.2629","309","15.8263","0"
"8763","7.0679","301","14.0875","0"
"8764","6.2951","289","15.8263","0"
"8765","6.2629","291","15.7297","0"
"8766","4.2343","313","14.8764","0"
"8767","8.3398","310","9.8049","0"
"8768","4.7334","317","9.8049","0"
"8769","9.4346","338","9.9015","0"
"8770","4.669","9","11.2056","0"
"8771","3.22","94","11.2056","0"
"8772","4.5402","127","15.3594","0"
"8773","4.6368","238","11.27","0"
"8774","3.3488","202","11.2056","0"
"8775","0.5796","125","11.3988","0"
"8776","9.6117","300","11.2056","0"
"8777","4.9105","30","11.2056","0"
"8778","0.7245","9","10.3523","0"
"8779","0.3864","338","9.982","0"
"8780","4.6207","1","9.982","0"
"8781","2.6082","26","10.3523","0"
"8782","7.5509","90","9.982","0"
"8783","6.44","100","15.8263","0"
"8784","1.9964","121","14.9569","0"
"8785","10.6582","201","14.9086","0"
"8786","10.7709","202","9.982","0"
"8787","6.7298","1","9.982","0"
"8788","10.5455","198","9.982","0"
"8789","5.4096","206","9.982","0"
"8790","5.9248","181","9.982","0"
"8791","8.9194","128","6.1985","0"
"8792","7.406","137","6.2951","0"
"8793","8.4686","157","6.8425","0"
"8794","12.9444","177","9.982","0"
"8795","8.8389","154","9.982","0"
"8796","7.5026","195","11.3988","0"
"8797","3.4776","104","11.2056","0"
"8798","2.8658","350","10.0464","0"
"8799","3.22","66","11.4471","0"
"8800","5.3774","37","11.27","0"
"8801","3.703","78","11.2056","0"
"8802","9.6439","32","11.3988","0"
"8803","10.8031","14","11.2056","0"
"8804","10.787","22","9.982","0"
"8805","9.0643","43","9.982","0"
"8806","7.6314","19","9.982","0"
"8807","6.3112","19","14.9086","0"
"8808","6.6171","17","14.168","0"
"8809","3.2039","241","15.8263","0"
"8810","3.1878","232","15.8263","0"
"8811","12.4453","307","14.9569","0"
"8812","6.1824","245","15.8263","0"
"8813","11.27","290","15.8263","0"
"8814","7.1645","273","14.9569","0"
"8815","2.1574","286","9.982","0"
"8816","2.1574","296","9.982","0"
"8817","9.9015","297","9.982","0"
"8818","12.9605","309","9.982","0"
"8819","13.1054","308","9.982","0"
"8820","22.4917","301","10.3523","0"
"8821","26.9514","300","9.982","0"
"8822","28.7224","301","9.982","0"
"8823","29.302","310","10.3523","0"
"8824","27.6437","300","9.982","0"
"8825","28.5614","319","9.982","0"
"8826","23.5865","311","10.3523","0"
"8827","16.3576","327","9.982","0"
"8828","5.0393","335","9.982","0"
"8829","3.6386","355","9.982","0"
"8830","9.1126","320","9.982","0"
"8831","3.5259","265","15.8263","0"
"8832","6.5044","277","14.9569","0"
"8833","11.1734","283","15.8263","0"
"8834","14.2646","301","15.8263","0"
"8835","3.1556","239","14.9569","0"
"8836","13.7816","331","15.8263","0"
"8837","10.2879","39","15.8263","0"
"8838","4.1216","317","14.9569","0"
"8839","6.2468","345","15.8263","0"
"8840","7.4865","320","9.982","0"
"8841","8.4364","3","9.982","0"
"8842","7.0196","15","10.0464","0"
"8843","12.88","30","2.3506","0"
"8844","5.4579","28","11.4471","0"
"8845","5.3774","354","15.8263","0"
"8846","5.0554","270","11.2056","0"
"8847","2.254","36","10.3523","0"
"8848","6.7298","49","9.982","0"
"8849","7.406","348","9.982","0"
"8850","4.5885","25","10.3523","0"
"8851","2.737","33","15.8263","0"
"8852","2.6726","57","9.982","0"
"8853","3.1878","102","15.3111","0"
"8854","2.8014","143","9.982","0"
"8855","6.44","160","15.8263","0"
"8856","3.381","187","14.9569","0"
"8857","3.3649","220","15.8263","0"
"8858","3.059","198","15.8263","0"
"8859","5.6189","258","14.9569","0"
"8860","5.8604","150","15.8263","0"
"8861","3.5259","174","15.8263","0"
"8862","2.9946","176","9.982","0"
"8863","3.0912","158","14.9086","0"
"8864","3.1234","163","9.982","0"
"8865","4.6207","194","9.982","0"
"8866","10.4167","202","9.982","0"
"8867","9.1126","212","9.982","0"
"8868","8.4847","195","9.982","0"
"8869","5.0232","206","9.982","0"
"8870","2.3828","73","9.982","0"
"8871","3.4776","187","10.3523","0"
"8872","7.8729","276","9.982","0"
"8873","9.8049","299","9.982","0"
"8874","5.474","245","10.3523","0"
"8875","0.5152","335","9.982","0"
"8876","0.3864","330","9.982","0"
"8877","2.2218","140","9.982","0"
"8878","1.3685","19","9.982","0"
"8879","6.44","290","15.8263","0"
"8880","5.8121","266","14.9569","0"
"8881","6.0053","280","15.8263","0"
"8882","3.22","180","15.8263","0"
"8883","8.7584","13","14.9569","0"
"8884","2.7853","221","15.8263","0"
"8885","3.2522","353","15.8263","0"
"8886","10.7709","22","14.9569","0"
"8887","10.9319","40","9.982","0"
"8888","9.7405","40","9.982","0"
"8889","8.4847","53","9.982","0"
"8890","9.5795","51","9.982","0"
"8891","12.7834","71","9.982","0"
"8892","11.0929","59","10.3523","0"
"8893","11.0285","88","15.8263","0"
"8894","4.5563","28","9.982","0"
"8895","10.5133","18","10.3523","0"
"8896","13.4918","33","9.982","0"
"8897","13.8782","23","9.982","0"
"8898","11.4471","40","10.3523","0"
"8899","12.5902","42","9.982","0"
"8900","9.3058","32","9.982","0"
"8901","8.8389","38","10.3523","0"
"8902","5.0071","44","9.982","0"
"8903","6.2951","34","15.8263","0"
"8904","6.4883","30","14.9569","0"
"8905","6.5366","23","15.8263","0"
"8906","6.5849","24","15.8263","0"
"8907","10.3201","28","14.9569","0"
"8908","10.8353","30","15.8263","0"
"8909","10.7226","21","15.8263","0"
"8910","13.0893","18","14.9569","0"
"8911","10.8353","20","9.982","0"
"8912","8.0017","21","9.982","0"
"8913","11.6886","37","10.3523","0"
"8914","15.8424","41","9.982","0"
"8915","15.9712","32","9.982","0"
"8916","17.6134","22","10.3523","0"
"8917","17.0338","21","9.982","0"
"8918","17.0499","30","9.982","0"
"8919","17.3558","36","10.3523","0"
"8920","17.2592","38","9.982","0"
"8921","17.0982","19","9.982","0"
"8922","15.9551","18","10.3523","0"
"8923","13.8299","31","10.2557","0"
"8924","8.9516","8","9.982","0"
"8925","5.2647","342","10.3523","0"
"8926","3.22","260","9.982","0"
"8927","2.9463","319","15.8263","0"
"8928","3.5742","340","14.9569","0"
"8929","14.2807","31","15.8263","0"
"8930","6.4078","6","15.8263","0"
"8931","10.8192","42","14.9569","0"
"8932","6.4078","13","15.8263","0"
